iter	Passed	Remaining
1560	75018	165272
1561	75067	165224
1562	75103	165150
1563	75151	165103
1564	75197	165050
1565	75245	165001
1566	75283	164932
1567	75329	164878
1568	75383	164843
1569	75431	164796
1570	75480	164750
1571	75526	164697
1572	75578	164657
1573	75613	164582
1574	75660	164532
1575	75704	164475
1576	75744	164409
1577	75790	164355
1578	75834	164300
1579	75881	164249
1580	75934	164212
1581	75986	164174
1582	76042	164143
1583	76094	164103
1584	76141	164053
1585	76196	164019
1586	76239	163961
1587	76278	163893
1588	76331	163854
1589	76377	163802
1590	76427	163758
1591	76472	163704
1592	76524	163664
1593	76568	163607
1594	76607	163542
1595	76657	163497
1596	76708	163456
1597	76759	163414
1598	76812	163375
1599	76855	163318
1600	76899	163262
1601	76948	163214
1602	76997	163169
1603	77048	163126
1604	77097	163081
1605	77151	163046
1606	77196	162991
1607	77240	162934
1608	77291	162893
1609	77335	162836
1610	77383	162788
1611	77435	162748
1612	77486	162707
1613	77537	162665
1614	77584	162615
1615	77634	162571
1616	77686	162531
1617	77739	162493
1618	77794	162460
1619	77843	162414
1620	77890	162364
1621	77940	162320
1622	77990	162275
1623	78043	162238
1624	78090	162187
1625	78132	162127
1626	78178	162075
1627	78236	162046
1628	78284	161998
1629	78334	161955
1630	78373	161888
1631	78425	161848
1632	78478	161811
1633	78527	161764
1634	78582	161730
1635	78626	161673
1636	78680	161638
1637	78732	161599
1638	78777	161543
1639	78829	161503
1640	78881	161464
1641	78933	161423
1642	78984	161383
1643	79027	161324
1644	79074	161273
1645	79122	161225
1646	79173	161183
1647	79223	161138
1648	79276	161101
1649	79328	161061
1650	79377	161015
1651	79426	160968
1652	79477	160926
1653	79532	160892
1654	79581	160846
1655	79636	160810
1656	79688	160771
1657	79745	160741
1658	79795	160696
